category,title,description,resource,region,statusWord,message,compliance
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,ca-central-1,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,eu-central-1,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,eu-west-1,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,eu-west-2,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,eu-west-3,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,eu-north-1,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,eu-south-1,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,ap-northeast-1,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,ap-northeast-2,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,ap-southeast-1,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,ap-southeast-2,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,ap-northeast-3,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,ap-south-1,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,sa-east-1,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,ap-east-1,OK,Region is not enabled,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,me-south-1,OK,Region is not enabled,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,af-south-1,UNKNOWN,Unable to query for CloudTrail CloudWatch integration status: The security token included in the request is invalid.,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail To CloudWatch,Ensures CloudTrail logs are being properly delivered to CloudWatch,N/A,ap-southeast-3,OK,Region is not enabled,CIS1: 2.4 Ensure CloudTrail trails are integrated with CloudWatch Logs
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,us-east-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,us-east-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,us-west-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,us-west-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,ca-central-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,eu-central-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,eu-west-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,eu-west-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,eu-west-3,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,eu-north-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,eu-south-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,ap-northeast-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,ap-northeast-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,ap-southeast-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,ap-southeast-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,ap-northeast-3,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,ap-south-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,sa-east-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,ap-east-1,OK,Region is not enabled,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,me-south-1,OK,Region is not enabled,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,af-south-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
CloudTrail,CloudTrail Bucket Private,Ensures CloudTrail logging bucket is not publicly accessible,N/A,ap-southeast-3,OK,Region is not enabled,CIS1: 2.3 Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,us-east-1,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,us-east-2,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,us-west-1,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,us-west-2,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,ca-central-1,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,eu-central-1,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,eu-west-1,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,eu-west-2,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,eu-west-3,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,eu-north-1,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,eu-south-1,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,ap-northeast-1,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,ap-northeast-2,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,ap-southeast-1,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,ap-southeast-2,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,ap-northeast-3,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,ap-south-1,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,sa-east-1,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,ap-east-1,OK,Region is not enabled,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,me-south-1,OK,Region is not enabled,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,af-south-1,UNKNOWN,Unable to query for Config Service status: The security token included in the request is invalid.,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,ap-southeast-3,OK,Region is not enabled,CIS1: 2.5 Ensure AWS Config is enabled in all regions
ConfigService,Config Service Enabled,Ensures the AWS Config Service is enabled to detect changes to account resources,N/A,global,FAIL,Config Service is not monitoring global services,CIS1: 2.5 Ensure AWS Config is enabled in all regions
EC2,Open RDP,Determine if TCP port 3389 for RDP is open to the public,N/A,us-east-1,UNKNOWN,Unable to query for security groups: AWS was not able to validate the provided access credentials,CIS1: 4.2 Ensure no security groups allow ingress from 0.0.0.0/0 to port 3389
