category,title,description,resource,region,statusWord,message,compliance
ACM,ACM Certificate Expiry,Detect upcoming expiration of ACM certificates,N/A,eu-south-1,UNKNOWN,Unable to list ACM certificates: The security token included in the request is invalid.,PCI: PCI requires certificates to be kept up to date and rotated prior to expiry.
ACM,ACM Certificate Expiry,Detect upcoming expiration of ACM certificates,N/A,ap-northeast-1,UNKNOWN,Unable to list ACM certificates: The security token included in the request is invalid.,PCI: PCI requires certificates to be kept up to date and rotated prior to expiry.
ACM,ACM Certificate Expiry,Detect upcoming expiration of ACM certificates,N/A,ap-northeast-2,UNKNOWN,Unable to list ACM certificates: The security token included in the request is invalid.,PCI: PCI requires certificates to be kept up to date and rotated prior to expiry.
ACM,ACM Certificate Expiry,Detect upcoming expiration of ACM certificates,N/A,ap-southeast-1,UNKNOWN,Unable to list ACM certificates: The security token included in the request is invalid.,PCI: PCI requires certificates to be kept up to date and rotated prior to expiry.
ACM,ACM Certificate Expiry,Detect upcoming expiration of ACM certificates,N/A,ap-southeast-2,UNKNOWN,Unable to list ACM certificates: The security token included in the request is invalid.,PCI: PCI requires certificates to be kept up to date and rotated prior to expiry.
ACM,ACM Certificate Expiry,Detect upcoming expiration of ACM certificates,N/A,ap-northeast-3,UNKNOWN,Unable to list ACM certificates: The security token included in the request is invalid.,PCI: PCI requires certificates to be kept up to date and rotated prior to expiry.
ACM,ACM Certificate Expiry,Detect upcoming expiration of ACM certificates,N/A,ap-south-1,UNKNOWN,Unable to list ACM certificates: The security token included in the request is invalid.,PCI: PCI requires certificates to be kept up to date and rotated prior to expiry.
ACM,ACM Certificate Expiry,Detect upcoming expiration of ACM certificates,N/A,sa-east-1,UNKNOWN,Unable to list ACM certificates: The security token included in the request is invalid.,PCI: PCI requires certificates to be kept up to date and rotated prior to expiry.
ACM,ACM Certificate Expiry,Detect upcoming expiration of ACM certificates,N/A,ap-east-1,OK,Region is not enabled,PCI: PCI requires certificates to be kept up to date and rotated prior to expiry.
ACM,ACM Certificate Expiry,Detect upcoming expiration of ACM certificates,N/A,me-south-1,OK,Region is not enabled,PCI: PCI requires certificates to be kept up to date and rotated prior to expiry.
ACM,ACM Certificate Expiry,Detect upcoming expiration of ACM certificates,N/A,af-south-1,UNKNOWN,Unable to list ACM certificates: The security token included in the request is invalid.,PCI: PCI requires certificates to be kept up to date and rotated prior to expiry.
ACM,ACM Certificate Expiry,Detect upcoming expiration of ACM certificates,N/A,ap-southeast-3,OK,Region is not enabled,PCI: PCI requires certificates to be kept up to date and rotated prior to expiry.
CloudFront,Public S3 CloudFront Origin,Detects the use of an S3 bucket as a CloudFront origin without an origin access identity,N/A,global,UNKNOWN,Unable to query for CloudFront distributions: The security token included in the request is invalid.,"HIPAA: HIPAA requires that access to protected information is controlled and audited. If an S3 bucket backing a CloudFront distribution does not require the end user to access the contents through CloudFront, this policy may be violated."
CloudFront,Secure CloudFront Origin,Detects the use of secure web origins with secure protocols for CloudFront.,N/A,global,UNKNOWN,Unable to query for CloudFront distributions: The security token included in the request is invalid.,HIPAA: HIPAA requires that all traffic transmitted over the network is encrypted even if that traffic is within the AWS client network. This control ensures that traffic between CloudFront and any backend resource is encrypted in transit.
CloudFront,Insecure CloudFront Protocols,Detects the use of insecure HTTPS SSL/TLS protocols for use with HTTPS traffic between viewers and CloudFront,N/A,global,UNKNOWN,Unable to query for CloudFront distributions: The security token included in the request is invalid.,PCI: PCI requires secure transfer of cardholder data. It does not permit SSL or TLS version 1.0. CloudFront should be configured for TLS v1.2.; HIPAA: The transmission security aspect of HIPAA requires communication containing sensitive data to be transmitted over secure connections. CloudFront protocols must be up-to-date to avoid data exposure.
CloudFront,CloudFront HTTPS Only,Ensures CloudFront distributions are configured to redirect non-HTTPS traffic to HTTPS.,N/A,global,UNKNOWN,Unable to query for CloudFront distributions: The security token included in the request is invalid.,HIPAA: HIPAA requires all data to be transmitted over secure channels. CloudFront HTTPS redirection should be used to ensure site visitors are always connecting over a secure channel.
CloudFront,CloudFront Logging Enabled,Ensures CloudFront distributions have request logging enabled.,N/A,global,UNKNOWN,Unable to query for CloudFront distributions: The security token included in the request is invalid.,"PCI: Request logging for networks hosting cardholder data is required for PCI. Enable CloudFront logging to log requests sent to applications in a PCI environment.; HIPAA: As part of the audit control requirement for HIPAA, request logging for CloudFront should be enabled and logs should be stored in a secure location with proper retention policies."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,us-east-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,us-east-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,us-west-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,us-west-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,ca-central-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,eu-central-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,eu-west-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,eu-west-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,eu-west-3,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,eu-north-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,eu-south-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,ap-northeast-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,ap-northeast-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,ap-southeast-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,ap-southeast-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,ap-northeast-3,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,ap-south-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,sa-east-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,ap-east-1,OK,Region is not enabled,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,me-south-1,OK,Region is not enabled,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,af-south-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Access Logging,Ensures CloudTrail logging bucket has access logging enabled to detect tampering of log files,N/A,ap-southeast-3,OK,Region is not enabled,"PCI: PCI requires tracking and monitoring of all access to environments in which cardholder data is present. CloudTrail bucket access logging helps audit the bucket in which these logs are stored.; HIPAA: Access logging for CloudTrail helps ensure strict integrity controls, verifying that the audit logs for the AWS environment are not modified."
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,us-east-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,us-east-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,us-west-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,us-west-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,ca-central-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,eu-central-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,eu-west-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,eu-west-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,eu-west-3,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,eu-north-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,eu-south-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,ap-northeast-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,ap-northeast-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,ap-southeast-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,ap-southeast-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,ap-northeast-3,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,ap-south-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,sa-east-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,ap-east-1,OK,Region is not enabled,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,me-south-1,OK,Region is not enabled,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,af-south-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Bucket Delete Policy,Ensures CloudTrail logging bucket has a policy to prevent deletion of logs without an MFA token,N/A,ap-southeast-3,OK,Region is not enabled,HIPAA: An MFA delete policy helps ensure that individuals attempting to delete CloudTrail logs have verified their identity. HIPAA requires strict access controls for users modifying the environments in which HIPAA data is stored.
CloudTrail,CloudTrail Enabled,Ensures CloudTrail is enabled for all regions within an account,N/A,us-east-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,PCI: CloudTrail logs satisfy the PCI requirement to log all account activity within environments containing cardholder data.; HIPAA: HIPAA has clearly defined audit requirements for environments containing sensitive data. CloudTrail is the recommended logging and auditing solution for AWS since it is tightly integrated into most AWS services and APIs.
CloudTrail,CloudTrail Enabled,Ensures CloudTrail is enabled for all regions within an account,N/A,us-east-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,PCI: CloudTrail logs satisfy the PCI requirement to log all account activity within environments containing cardholder data.; HIPAA: HIPAA has clearly defined audit requirements for environments containing sensitive data. CloudTrail is the recommended logging and auditing solution for AWS since it is tightly integrated into most AWS services and APIs.
CloudTrail,CloudTrail Enabled,Ensures CloudTrail is enabled for all regions within an account,N/A,us-west-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,PCI: CloudTrail logs satisfy the PCI requirement to log all account activity within environments containing cardholder data.; HIPAA: HIPAA has clearly defined audit requirements for environments containing sensitive data. CloudTrail is the recommended logging and auditing solution for AWS since it is tightly integrated into most AWS services and APIs.
CloudTrail,CloudTrail Enabled,Ensures CloudTrail is enabled for all regions within an account,N/A,us-west-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,PCI: CloudTrail logs satisfy the PCI requirement to log all account activity within environments containing cardholder data.; HIPAA: HIPAA has clearly defined audit requirements for environments containing sensitive data. CloudTrail is the recommended logging and auditing solution for AWS since it is tightly integrated into most AWS services and APIs.
CloudTrail,CloudTrail Enabled,Ensures CloudTrail is enabled for all regions within an account,N/A,ca-central-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,PCI: CloudTrail logs satisfy the PCI requirement to log all account activity within environments containing cardholder data.; HIPAA: HIPAA has clearly defined audit requirements for environments containing sensitive data. CloudTrail is the recommended logging and auditing solution for AWS since it is tightly integrated into most AWS services and APIs.
CloudTrail,CloudTrail Enabled,Ensures CloudTrail is enabled for all regions within an account,N/A,eu-central-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,PCI: CloudTrail logs satisfy the PCI requirement to log all account activity within environments containing cardholder data.; HIPAA: HIPAA has clearly defined audit requirements for environments containing sensitive data. CloudTrail is the recommended logging and auditing solution for AWS since it is tightly integrated into most AWS services and APIs.
CloudTrail,CloudTrail Enabled,Ensures CloudTrail is enabled for all regions within an account,N/A,eu-west-1,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,PCI: CloudTrail logs satisfy the PCI requirement to log all account activity within environments containing cardholder data.; HIPAA: HIPAA has clearly defined audit requirements for environments containing sensitive data. CloudTrail is the recommended logging and auditing solution for AWS since it is tightly integrated into most AWS services and APIs.
CloudTrail,CloudTrail Enabled,Ensures CloudTrail is enabled for all regions within an account,N/A,eu-west-2,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,PCI: CloudTrail logs satisfy the PCI requirement to log all account activity within environments containing cardholder data.; HIPAA: HIPAA has clearly defined audit requirements for environments containing sensitive data. CloudTrail is the recommended logging and auditing solution for AWS since it is tightly integrated into most AWS services and APIs.
CloudTrail,CloudTrail Enabled,Ensures CloudTrail is enabled for all regions within an account,N/A,eu-west-3,UNKNOWN,Unable to query for CloudTrail policy: The security token included in the request is invalid.,PCI: CloudTrail logs satisfy the PCI requirement to log all account activity within environments containing cardholder data.; HIPAA: HIPAA has clearly defined audit requirements for environments containing sensitive data. CloudTrail is the recommended logging and auditing solution for AWS since it is tightly integrated into most AWS services and APIs.
